id,body,label
33,$UPIN more DD on  Facial Recognition Technology #facialrecognition click on image below.  agreement with Shanghai Weibridge Network Corp.$UPIN $vyst $ftws $ahix $idad $dkgr $frfs $eqlb $dvlp $axxa $celz $fteg $byoc #china #technology #business #growth $fb $tsla,0
34,The bullish tilt to today’s #trading remained intact as the closing bell rang. #stocks $AAPL $V,1
35,Volume Alert - MSFT 44.05 Microsoft Corp $MSFT Hit a high today of 44.06 Closing the day 10:30 at 44.05 +0.20,0
36,Out $AMZN with minor gains...action is blah,0
37,$AMZN FLY to open store .,0
38,#toptickertweets $AAPL $FB $SPY $ENZN $PBR $GOOG $VLTC $CAT $AMZN $GM #sentiquant 20150423 14:00:19:073,0
39,"@Kelly_Evans @carlquintanilla @jimcramer $tsla.. Musk also say he saw significant increase in N.America n in euro ,we only relay bad news?",0
40,"$RETC has pulled back 41%, But bounced 8% Friday. Look for more today. $NSAV $ACB $BIOAQ $VAPE $CELZ $BTOP $HMNY $PLSB $AAPL $TSLA $WH $RLBD $PNAT $DIRV $SODE $MSFT $HIPH $RSHN $NNSR $AMZN $AMRN $FUSZ $FRFS $MGTI $VYST $RDGL $RBIZ $RNVA $MSPC $WWIO $ALKM $HPIL $MLHC",0
41,"I know I am not breaking news here, but merely confirming what others have said - $TSLA going private is a face saving way to restructure the company. Remaining a public company, a #Tesla bankruptcy is imminent without considerably more capital raises.",-1
42,A really good friend of mine bought a model 3. Cant wait to meet him soon. Lol. $TSLA $TSLAQ,0
43,Watch the KUMO on $AAPL.,0
44,"$TSLA (+3.0% pre) Tesla hikes new Model 3 price by $1,000 - Reuters",0
45,I've been convinced for a long time that this cult stock $TSLA will not really gap down until after bk Ch11 press release & filing. $TSLAQ,-1
46,"with $amzn price/earning ratio,$aapl stock price should be 1300-1600.see how $amzn is bubbling? @JeffBezos  @jimcramer",0
47,"If I hear ANY-FUCKING-BODY say ""who could have seen this coming !!??""I swear to God....$tsla $tslaq",-1
48,"$AAPL Investment Plan: buy the #iWatch, keep unopened in box, sell in 2065 along with Star Wars VII action figure. Profit hugely.",1
49,$TSLA $AAPL $NVDA Could someone please share the upcoming earning release calendar or link which can be printed!,0
50,"$MSFT has been one of the best comeback stories under Nadella. He is an amazing CEO, visionary, leader. I read his book a while back (Hit Refresh) and there was a consistent tone of empathy throughout. Highly recommend.",1
51,"In 21, if you hit on 19 & get 2, you win. But do it over the long term & u lose. Isnt going long $amzn now hitting on 19? If not, why? 1/2",0
52,"$SPX $NDX #ES_F $TSLA $BTC $QQQ   /ES support is in 2970 area,resistance is at 2990.Let,s see IF we gonna push to 3000 today.",0
53,$MSFT presenting at 11.45 AM today.  @OptionsPastor,0
54,$AAPL long 127.04,0
55,"pump dat $TSLA Elon Musk Says Self-Driving Tesla Cars Are Worth Up To $200,000",0
56,"$AAPL oh no, here's Johnny!",0
57,"@SuzyFX @Vconomics:Dumpin my $AAPL call spread and keepin an eye on $GOOG.Still looks a risky,even after that rebound",0
58,Heres my current situation while on vacation. I start the week w/$750 with the goal of doubling our capital. Down a bit with $GOOGL - Ive only sold $FB for 100% while playin golf yesterday. Im letting $AAPL ride. $MIK from last Thursday and will risk $100 on $NVDA thru earnings,0
59,This is me re $tsla BS “on track” I am on track to be a billionaire as well $tslaq $tsla is ontrack to go bankrupt,-1
60,RT $QQQ trading 91 bpts above F/V at 11:53. Subject to STAT ARB CORRECTION. P/T 108.50 $GOOG $BIDU $GPRO $NFLX  $AAPL $FB $TSLA #HFT #Quant,0
61,"Yes I agree its not the right car for everyone. Even still, nationwide and worldwide their is more than enough demand for 750k units. $TSLA",0
62,@carlquintanilla @jimcramer @SullyCNBC Reuter trying to report news $TSLA China sale = @elonmusk Laughs I told you that last month?,0
63,$NVDA poppin' like a Pop Tart. Ding! #stockmarket #stocks #investing #finance $QQQ $AAPL $AMZN $NFLX $GOOG $GOOGL $FB $TWTR $IBB $SPY $DJIA,1
64,"Appears the $TSLA share price maintenance team has abandoned their post, fleeing before elon finds out",-1
65,"Putting together SpaceX rocket landing blooper reel. We messed up a lot before it finally worked, but there's some epic explosion footage …",0
66,Why does Jonas rate $TSLA overweight if it's $10 >his price target? In light of his fine earnings projections shouldn't he raise the target?,0
67,$GOOGL No Love....,-1
68,Per-share earnings are up 35.7% as a strong balance sheet and an effective business model spur this software giant #growthstocks $MSFT,1
69,"Almost forgot to share this...I visited one of the largest body shop operations on the SF peninsula this week. It's nowhere near the best quality shop, but they have deals with all the big insurers, so if you don't specify a shop, your car probably ends up there. $tslaQ $TSLA",0
70,$TSLA Absolutely insane how high this stock is and this company can't seem to make any money.  Reminds us of the .COM bubble.,-1
71,$TSLA has a demand problem. And a service/support problem. And manufacturing defect problems. And a recall problem. Likely an accounting fraud problem. But its biggest problem is that regulators get more interested when markets smell blood and things stop magically working out.,-1
72,TURKISH LIRA $5.50 BREAKOUT TARGET $USDTRY- Double Bottom- 200MA break$nzdusd $eurusd $usdcad $usdjpy $gbpusd $audusd $usdchf $dxy $btc $eth $cs $gs $jpm $ubs $bac $fb $aapl $amzn $tsla $googl $nflx $qqq $eem $spy $spx $iwm $dia $ndx $msft #forextrading #forexsignals $usdars,0
73,"The white one at the start looks like it has a massive panal gap on the frunk. Std $TSLA quality. I should add the value of the cars in the video just crashed, so thanks for the video showing 5 to 6 figures cash losses to $TSLA $TSLAQ",-1
74,"$IRNC 0475 UNKNOWN to 99% of traders, was 40 cents a month ago. INSIDERS own 66%!$RDUS $UTHR $PTLA $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJ $MRK $GOOG $CLDX $MSFT $CMCSA $PFE $MU $NFLX $NOK $XO $DIS $NVDA $BAC $AMD $WMT $CHK $AKS $VZ $CTL $FCX $T $JPM $WFT $BIDU",0
75,"$MSFT #15ORB long the 141c, 1.14.  Let's see if I'm right here",0
76,"$TSLAQ since SolarCity deal was announced: ""This is obviously a fraud!""$TSLA bulls/cult members: ""You are criminals spreading FUD!""Today's article (30 months later): Complete vindication of $TSLAQ.And the beat goes on...Greatest charlatan of our time.",-1
77,$DXY headed to $100+$spy $qqq $indu $tsla $uvxy $indu $amzn $nflx $eth $btc $goog $ibm $dxy $aapl $fb $tvix $iwm $gld $tsla $wmt $xom $mcd $jpm $gs $wfc $bby $hd $low $f $gm $db $crm $uup $eur $etfc $c $bac $slv $t $ma $v $mchi $vix $ijh $efa $dax $cac $ftse @carlquintanilla,0
78,Mizuho healthcare analyst Ann Hynes: Buyers of $CVS on weakness as pending $AET acquisition is true market disruptor.  AGREEDNot enough details on solution that will emerge from $AMZN $BRK.A $JPM especially as Bezos and Buffett both acknowledge unclear timeline.,0
79,This is normally how we look at companies. YOY. #tesla $tsla,0
80,"$AAPL (#Apple, Inc.) closes market day w/share price of $135.02 ---another new record. Currently trading near $135.27 in after hours #stocks",1
81,$AAPL earnings have grown twice as fast as $GOOG earnings since 2011 yet $GOOG trades at 34 times trailing earnings and $AAPL for 12.6. Hmmm,0
82,Watching into the close$TSLA $SHOP $ROKU $PNRL $TOCA,0
83,Apple iTunes finally comes to the Windows app store after a year-long wait $AAPL,0
84,$GOOG coil on 60. POC below apex in mid 730s,0
85,"$GOOGL Guggenheim analyst Michael Morris initiated Alphabet with a Buy and $1,330 price target saying it has a unique combination of intellectual property, employee talent and financial resources that position it well for global growth beyond implied expectations.",1
86,"""I don't follow what our competitors are doing, in terms of who is merging with whom."" - @elonmusk $TSLA@cnbc",0
87,"So Tesla builds a plant in China, takes on a couple of billion of debt. If your a Chinese citizen would you buy an American electric car?? How is Trump going to handle tariffs for Tesla's being imported after the USA/states gave them Billions?? Not good  $TSLA",-1
88,"Big bullish unusual option activity detected: $TLT, $VRX, $DISCK, $ADSK, $GE - big bearish: $AAPL, $JCP, $WFC, $SNAP, $SQ",0
89,"Azealia Banks,You sweet gentle flower,You're killing poor Elon,A little each hour.You held up his undies,For the world to see,You are spilling his secrets,To the SEC...I look forward each day,To the info you share,About Elon's drug use,And his really bad hair$tsla",-1
90,Still in $AAPL @Kev_McLaughlin churn churn,0
91,$tsla has officially died,-1
92,RT SilviaAscarelli: Millennials love their phones. 5 ways to make money off that (and not saying $AAPL): …,0
93,I can see $AMZN at all time highs before Christmas,1
94,January 2019 #FANG #FAANG Stock Performance:$FB +27%$AMZN +14%$AAPL +5.5%$NFLX +27%$GOOGL +7.7%S&P 500 +7.9%S&P 500 Technology sector +6.9%S&P 500 Communication Services sector +10.1%,0
95,"$AMZN stopped at the 200dma last week (1800)...once it closes above, this could finally be back in play. Looks like a double bottom on the daily now. 1774 major support to note.",0
96,BTC $AAPL Oct 230 Calls (front half of a diagonal),0
97,QQQ at some risk here..$SPy $SPX $IWM $QQQ $NFLX $AAPL $GOOGL $TSLA,0
98,I’m surprised that $aapl hasn’t been beat up that badly over tariff fears.  The largest company in the world imports the majority of their products from China AND the China retail market has been the growth focus for the last few years...,0
99,Apple Earnings: Disappointment Across The Board $AAPL,-1
100,$tsla hmm it actually could go all the way to 270,0
101,Because Bill Gates dislikes $AAPL. No duh he would say something about a rival,0
102,"All will be well in $tsla bullsville til the last day.Musk will fake it til the end, he has said so explicitly himself, yet the audacity of the conceit is why people believe it.",-1
103,"Searching the Waiver Wire: Jim Cramer on Apple, Bargain Stocks $AAPL $DIS $NFLX @jimcramer @thestreet",0
104,$TSLA playing out as suggested yesterday. Let's see if rejects at 185.80 or not.,0
105,"But you do have to admit, the confusion it will cause in the next quarter will give $TSLA plenty of opportunity to play a quick shell game, even if only for one more quarter.",-1
106,$TSLA just can't push through 313.73 high if it does before Friday could be a good weekly option trade,0
107,Best Sectors: #Internet and #Tech $GOOGL $AMZN Worst: #Oil $CVX $COP $XOM,0
108,"#NASDAQ NEAR #ATH$SLAB +7.67% [$110.04, Volume: +317% ~ 1,639,500]$SHY 0.0% [$83.99, Volume: +87% ~ 3,424,200]$MSFT -0.62% [$125.01, Volume: +26% ~ 29,677,128]$MKTX +0.39% [$264.38, Volume: -28% ~ 403,000]$CSX +0.29% [$79.32, Volume: -6% ~ 3,201,500]",0
109,$AMZN 1718 gap fill go there good dog,0
110,$AAPL positive comments on @CNBC from GS Cohn,1
111,Stocks making the biggest moves premarket: $BRKB $AAPL $WFC $TSLA $TSN $GPT $GCI $IFF $SBUX $COP $SHAK $AMZN $MDLZ $WLTW -,0
112,"$AMZN This is the grave yard of shorts I left behind here, there’s an updated list coming soonI’m doing the same on twitter",0
113,Great discussion with @terranovajoe @stephenLweiss @jonnajarian @ScottWapnerCNBC and Meghan Shue today on @HalftimeReport. I could talk about the potential for $MSFT every day and twice on Sunday.,0
114,"Shopify Is Turning Another Competitor Into a Partner@themotleyfool #stocks $AMZN, $EBAY, $SHOP",0
115,"You guys quit picking on $AAPL , you're only suppose to short the crappy stocks like the small Nasdaq's",0
116,#Google could argue to #EU it's vital for #Android users to download apps from #GooglePlay Store bc can $GOOG can vouch for #mobilesecurity.,0
117,"$tsla $tslaq @Tesla After selling the most cars with UNLIMITED demand, your inventory is up by $1 Billion!! Also people walk away from the lots without paying for the car right ? Accounts receivable go up by $0.5 Billion",-1
118,Buy to Open Symbol: $COST CALLSExp: JULY 28Strike: $160Entry: $1.10/$1.15$AaplInquire for LIVE TRADING ALERTS! #OptionPros,0
119,@RaginCajun $GOOGL,0
120,"$TSLA - @elonmusk, How can you declare it a record if there was no official there to review it?  Liar.",-1
121,$aapl POUNDING all dip buyers to dust!!,-1
122,"$TSLAQ $TSLA Ross Gerber is the TV man-doll face of that company. He brings in celebrities and people investing with ""He was on TV! Let's put our money into his fund.""",-1
123,Louis Vuitton has offered to buy Tiffany for $14.5 billion.$AAPL $MSFT $JPM $XOM $JNJ $JPM $WBA $GOOGL $FB $TWTR $TSLA $INTC $CSCO $PFE $VZ,0
124,And Win10 sucks Its the most unstable OS $MSFT has issued Crashes daily Grrr...,-1
125,ThIs b/o for $GOOGL is very bullish and dips are buyable moving fwd if you get them...  We want to see this pop hold and even build.,1
126,@FraynkWash #BoycottApple Don't need an iPhone if that's the case. $AAPL,-1
127,"And what about $tsla? The only stock going up in a sea of red. Forced short covering by traders trapped long in their other investments and getting margin calls no doubt, forcing them to buy back TSLA to free up cash. Just shows you how the market can defy logic for a long time.",0
128,$LB $QCOM $WYNN $TSLA#premarket #earnings #Chairman,0
129,"Judging by the videos I've seen posted by $TSLA owners, I actually think that 71X number might be understating things",0
130,@rahulkamdar @abhirajbutala And why wouldn't we think both of you have already bought $TSLA in 2010.,0
131,"There is no demand here in EU,there is no homologation here in EU, there will be no homologation with Autopilot, $tsla doesn't have produced for EU, no EU Vins no BAFA application  but job opens for homologation engineers. There will be no M3 here for minimum 6 months but bk 1st",-1
132,"$TSLA - Waiting on a $4,200 deposit for 7 months !?!??!?!!! WOW!!!",-1
133,Have a new level will discuss in Sunday Night Strategy Session. $AMZN,0
134,$tsla trades at 90 x next years earning forecast. 1) It is absurd that there is a forecast of earnings for $tsla at all. 2) Follow that up with the stock trades already 90 x earnings  even if you think  it will earn a modest profit.  A disaster in the making! Overvalued! $tsla,-1
135,$AAPL we would have better luck gambling in Vegas smfh,-1
136,"OMG! Check it out. $TSLA has SpaceX  SS foil-covered door handles!""Warranty Reserve Secured""",0
137,Up and getting ready to head to the studio to talk #tech #AppleEvent with @FoxBusiness @MariaBartiromo. Tune in at 6:30 am ET! $AAPL,0
138,$googl $akrx highs on deck,0
139,"@elonmusk  Has two current claims in the wind1, $TSLA will be worth 150,000 in two years 2. $TSLA will have a new AI FSD computer out in 2 years that will be 3x's better than the existing oneBoth can not be true#musklies",-1
140,Morning watchlist: $MU $SYMC $FB $NXPI $TLRY $AAPL,0
141,#Apple adds #JessicaAlba to #PlanetoftheApps #realityTV show | The Verge$AAPL #AppStore #Apps #AppleServices,0
142,beers are on elon tonight! $TSLA,0
143,"Amazon $AMZN had #revenues of $232.9 billion. Interestingly, its fastest rising revenue segment is its physical stores. They made $17.2 billion #LastYear, and grew 197% year-over-year. (3 of 6)    via @VisualCap",0
144,$AMZN rallied 200+ pts from the #Trump trolling. Earnings are next week. Stk is down 28+ today and the volatility for next week's options are in high 50's for earnings next week. Very interesting. $SPX $NDX $IWM,0
145,Think Ruth Porat made right call to join Google? Check out how $GOOGL $MS have done since she left Morgan Stanley.,0
146,@danahull @TSLAQ $TSLA And the Hits just Keep on Comin. To the “Competitors” What Happened to the Easy Button?,-1
147,you know where theres going to be a lot of competition with 30% margins?  #CLOUD  $MSFT $GOOG $AMZN,0
148,$TSLA can rally with an open OVER 313 daily supply. If it can gap over 318/320 should come fast IMO,0
149,What you said. Seriously. There's a diff betwn buying stk with bad earnings thinking it's now cheap and buying $COST bec. $AMZN bought $WFM,0
150,"At least that looks like its a nice tent. This was a $TSLA Delivery Center in Syosset, NY (by New York City) at the end of a Quarter. In the parking lot of a random office park.",0
151,"Oh god, $MSFT and $PYPL earnings today ",0
152,"$tsla Can't wait until that part of the video where Elon smokes the crack pipe!It's coming up, I think...",-1
153,That gap down at Jan 27 is begging to get filled in $AAPL,0
154,NOT TOO MUCH COOKING ON MY END .. ACTION LEANS BULLISH -- $AAPL $BAC BULLS ACTIVE FROM THE OPEN -- TOP ORDERS IN $ETSY MARCH C & $BIDU DEC C,0
155,"If anyone could change $TWTR, it has to be $AAPL. No one makes better products than $AAPL",1
156,$AAPL MKT CAP $760B,0
157,@ezaleian damn I called this $tsla hahh,0
158,HAHA.  I laugh at anyone stupid enough to get a $TSLA Model 3 at this point.  There are countless stories about Tesla's lack of quality and horrible service... it doesn't require much research to know what you are in store for.,-1
159,Today's #HOT #Whisper $AAPL $AMZN $ON,0
160,TFR: 'It Seems I Have Opened Some Sort Of Portal To Hell' | @jessefelder on The Felder Report$FB $AMZN $AAPL $NFLX $GOOG $GOOGL#StockMarket #FAANG #Facebook #Netflix #Twitter #TechStocks #GDP,0
161,$Nio Ipo $6 - $$$$ ?$fb ipo $38-- $161 now$tsla ipo$17--$290 now$amzn ipo$18-$1989 now$nio has the china govt backing. China currently is the world biggest ev users and makers in the world.GROW YOUR MONEY TREE.BELOW: Amazon Jeff Benzos in 1999,0
162,"SCOOPette:I have it on good account that Tesla is now offering free lifetime unlimited supercharging to European S/X buyers (3 is TBD) who agree to pay and take delivery of a car by end of June.Move that metal, @elonmusk !$tsla $tslaq",0
163,"Also Tesla has gone from two to one store in Utah$TSLA $TSLAQRIPSalt Lake City-1038 South 300 West1038 South 300 WestSalt Lake City, UT 84101Service: (801) 401-4135Roadside Assistance: (877) 798-3752",0
164,$AAPL #APPLE $AMN $AMZN $FB $GOOG $HCSG $LC,0
165,"""We got our 1st #tesla Model 3 in December 2017. It was so damn good, we got another one in Feb 18 for my son. Now, these two cars are so great that my wife went shopping for a new car last month, she considered almost everything out there but what did she buy? Model 3.""$TSLA",1
166,Allowing Elon's FSD and AP products on the road is like allowing Hollywood to perform chase scenes in public without closing down the roads to the public drivers.$TSLA $TSLAQ,-1
167,"Apparently Ron Baron's ""Art of Successful Investing"" means going on @CNBC and spouting off made up on the fly nonsense in support of a securities fraudster. $TSLA $TSLAQ #TrueColors",-1
168,I need you to be great $AAPL,1
169,"I'm using ""technology"" in a kind of archaic way, and assuming that $WFM's supply chain is going to be integrated into $AMZN's SOA.",0
170,Wow! The new Netflix documentary #FYRE reminds me of $TSLA $TSLAQWorth a watch... @TeslaCharts  @tslaqpodcast  @SamAntar @Paul91701736 @PlugInFUD,-1
171,"$QQQ  hanging man and $TRAN pullback signaled to sell premium in $AMZN, $GOOGL and $TSLA. See setups and mgt",0
172,I’m sure all parts of the fall out from this crash are extremely good for the environment $TSLA $TSLAQ,-1
173,Looking for the LOD flush on $AAPL #options #daytrade #weakness What do you think? $LNKD $TWTR $FB $GOOG #trading #technicals #charting,0
174,Yep...that's what Socialists countries do.. Tax everyone to death... And Europe is Broke! $SPX @CNN @FoxNews $GOOG,-1
175,@howardlindzon $AMZN $UPS $DIS all strong on this bull move,1
176,Market still grinding out but bigger names $FB $NFLX $GOOGL $AMZN all red,0
177,Something familiar with that $14B. fine for $DB maybe $AAPL tax bill ?,0
178,$AAPL W5 soon?,0
179,All-Time Highs via @Stocks_Live $ADBE $AHL $AMRK $AMZN $BNCN $CBOE $CSWI $EBS $FBNK $GDDY $HQY $LGF $LMCK $LNCE,0
180,"THEY'VE BEEN REPLACED BY MUCH BETTER GENIUSES. WHEN SOMETHING ISN'T PERFORMING (BUT $TSLA ENERGY IS!), ELON TAKES ACTION.",0
181,"Looks like today might've been day 1 for tech, just got off a flight from the east coast... will be back to normal trading tomorrow $nflx $spy $amzn",0
182,"Wow, this is a great piece of writing re. $TSLA...",0
183,$AMZN a NEW short since 748.28 was broken. Targets being 741.54 & 728.68. Bulls need to retake 764 first. 754.82 is Major Resistance. $NQ_F,0
184,"Jan 08 Tuesday, $TSLA LOW was $327.09 and hit Bearish target $332.38",0
185,Alexa has been trained not to show $amzn from sep2018 onwards,0
186,$AAPL Anyone seen Munster today?,0
187,"$TSLA  ""Elon we don't want to infringe on your 1st amendment rights to tweet, so I decided to remove you as CEO and chairman so you are free to tweet as much as you like""  Judge Nathan",-1
188,$amzn flush,0
189,What a day almost got burned on $TSLA need to be smarter & more patient on that trade but still ended up with a nice 105 dollar profit,0
190,$AAPL Serioudly what the F is going on that started at 1:00pm exactly,0
191,"This is the ""money manager"" that sells low and buys high. $TSLA",-1
192,The perfect interim ceo before the companies files. $TSLA $tslaq,-1
193,@sspencer_smb $aapl ok the companys done buying for the day,0
194,someone has to be #retard to short $DBX who the hell would use #onedrive from $MSFT is crap even if they offer free storage same with $GOOGL drive they suck #dropbox rocks hence has 500 million users either $GOOGL $MSFT buy $DBX or keep launching trash products,-1
195,$AMZN Impressive extended hours move and opening.  Now back above Phase 4.  Needs to maintain through close.,0
196,"@Carl_C_Icahn -if so bullish on $AAPL's opportunity in cars, why not urge #TimCook to accelerate effort & buy $MBLY?",0
197,"@waltmossberg Don't you think $AAPL might come with 4"" iPhone in March Q that would push YOY growth & AAPL beat YOY earnings in DEC & March.",0
198,A gap under 191.35 could leave an island top. Wouldn’t that be special? $AAPL,0
199,"and $USDCNH is RELENTLESS... weaker the Yuan gets, worse it is for companies heavily exposed to China, Like $SBUX, $AAPL, $GM, $YUMC and small caps...When tariffs start being felt at home in China, they will turn on consuming anything U.S. Some spectacular flameouts on the way.",-1
200,@RedDogT3 @JustinPulitzer @ScottWapnerCNBC @GuyAdami $AAPL n $TSO short still working.. more flush to come..,-1
201,$AMZN 1712.43 SHORT new Send in the trolls.,0
202,"Best Buy: 4K TVs Can Help Profit, Need Content, Says Pac Crest - Tech Trader Daily - Barron's $BBY $AMZN",0
203,$SPY $SPX $IWM $QQQ $AAPL $MSFT $AMZN $FB $TWTR,0
204,"$TSLA Shorts if you look at intraday 5-min chart, heavy volume exchangehanded around 12:20pm and 2:35pm with avg price around $$280, big....",0
205,#Microsoft $MSFT - Great day for Microsoft's stock price and we are getting really close to that all time high. It's been a good ride so far but we aren't done yet! #trading,1
206,"$TSLA Wow, this chart looks healthy.",1
207,"$SPX all in all, could be last of the month profit taking, with first of the month tomorrow and $AAPL e's could all reverse back.",0
208,$AMZN OI for maturity 10/14/2016. 820.00 Highest put. 860.00 Highest call.,0
209,$TSLA current stock price: $223.90. #Tesla #TeslaStock @TeslaratiApp #bot,0
210,the 200 day break in $aapl not helping market here.,0
211,Today's million dollar PUT #options trade update:$BABA $CAT $CME $GE $GGAL $LYFT $NFLX $SHOP $TSLA $TTD $AAPL $ROKU $AMZN $UBER $NVDA $OXY $XOM $MSFT ...,0
212,Poll says about 6% of Americans will purchase the new Apple Watch which will be released this Friday. $AAPL,0
213,That squeeze in $TSLA is brutal.,0
214,"$TSLAQ $TSLA The fuck is wrong with these markets?! These participation trophy loser unicorns like Tesla, Lyft and soon Uber just continue levitating...""Thanks to real hard work, our company only lost 1/2/3 billion dollars last year! Make us billionaires, please!""",-1
215,"Tesla's Q3 Could Be Beautiful, But The Stock Isn't Marriage Material $TSLA",0
216,"Looks like @DailyDirtNap not bullish on $CAD or $TSLA, concerned about $IBB.",0
217,$GOOGL $FB tech laggards,0
218,"lol, ""Can I get 3/8 of a $GOOGL please?""""Would you like fries with that?""""Yes.""""Coming right up, sir. Please pull around to the payment window. Your order will be up shortly.""",0
219,$TSLA : Bot wkly 200 puts @ assorted $. Cost basis = 1.31,0
220,"$tsla is literally a car company that makes almost no cars and the ones they do make keep being shitty and needing to be recalled.  It has a $50B market cap, but yea crypto and $btc are the scams.",-1
221,You can $EURUSD $TSLA $AAPL fix it $USDJPY $SPY #finance $USDX $QQQ with a little extra energy and a positive attitude. @stevewalker36,0
222,"RT $TSLA HFT Algos BROKE 207.00 in SIGMA-X, CROSSFINDER, ATS, LX @ 10:23, P/T 195.00 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $FB $QQQ",0
223,"$AMZN In October, it  traded lower into 4H blue box area $1630 from where a it found buyers for a reaction higher #elliottwave #trading",0
224,This and Neflix should really have regulators in mass panic. these 2 alone would wipe out $250 billion in invested capital. $NFLX $TSLA How can regulators and CBs let mkts get into such a position?,-1
225,"Funny thing is, the $AAPL pullback had been anticipated by quite a few ppl but what they do with it is up in the air.",0
226,"$aapl sold this week's 175c earlier this am, still holding jan19 177.5c",0
227,Some DITM calls im eyeing if we can get a break of 2040 $SPX are $AAPL 100s$GOOGL 500s$TWR 40s$SPY 160s$LNKD 230s,0
228,"that's good, Signal for iOS also uses RCS IIRC. Nice catching up, $GOOG $GOOGL",0
229,$TSLA - Battery start-ups are raising millions in the battle to crush Tesla,0
230,.@Shopify stock surges after #Apple CEO visits its Toronto HQ $AAPL $SHOP $AMZN,0
231,James Ross CEO of HedgeChatter Being Interviewed on TDAmeritrade regarding $AMZN new #AmazonHQ2,0
232,$GOOGL $AXL Waymo partnership to mass produce self driving cars at an American Axle facility in Detroit,0
233,$TSLA $1000 into $100k intraday option moves,0
234,Be like $TSLAAllow the haters to fuel your run higher,1
235,"@Hedge_FundGirl @modestproposal1 if the $GOOGL building on 14th+9th went for $1.4B in 2009, what's Herald Sq.and 59th St. Blmd worth?",0
