id,body,label
33,$UPIN more DD on  Facial Recognition Technology #facialrecognition click on image below.  agreement with Shanghai Weibridge Network Corp.$UPIN $vyst $ftws $ahix $idad $dkgr $frfs $eqlb $dvlp $axxa $celz $fteg $byoc #china #technology #business #growth $fb $tsla,0
34,The bullish tilt to today’s #trading remained intact as the closing bell rang. #stocks $AAPL $V,1
35,Volume Alert - MSFT 44.05 Microsoft Corp $MSFT Hit a high today of 44.06 Closing the day 10:30 at 44.05 +0.20,0
36,Out $AMZN with minor gains...action is blah,0
37,$AMZN FLY to open store .,0
38,#toptickertweets $AAPL $FB $SPY $ENZN $PBR $GOOG $VLTC $CAT $AMZN $GM #sentiquant 20150423 14:00:19:073,0
39,"@Kelly_Evans @carlquintanilla @jimcramer $tsla.. Musk also say he saw significant increase in N.America n in euro ,we only relay bad news?",0
40,"$RETC has pulled back 41%, But bounced 8% Friday. Look for more today. $NSAV $ACB $BIOAQ $VAPE $CELZ $BTOP $HMNY $PLSB $AAPL $TSLA $WH $RLBD $PNAT $DIRV $SODE $MSFT $HIPH $RSHN $NNSR $AMZN $AMRN $FUSZ $FRFS $MGTI $VYST $RDGL $RBIZ $RNVA $MSPC $WWIO $ALKM $HPIL $MLHC",0
41,"I know I am not breaking news here, but merely confirming what others have said - $TSLA going private is a face saving way to restructure the company. Remaining a public company, a #Tesla bankruptcy is imminent without considerably more capital raises.",-1
42,A really good friend of mine bought a model 3. Cant wait to meet him soon. Lol. $TSLA $TSLAQ,0
43,Watch the KUMO on $AAPL.,0
44,"$TSLA (+3.0% pre) Tesla hikes new Model 3 price by $1,000 - Reuters",0
45,I've been convinced for a long time that this cult stock $TSLA will not really gap down until after bk Ch11 press release & filing. $TSLAQ,-1
46,"with $amzn price/earning ratio,$aapl stock price should be 1300-1600.see how $amzn is bubbling? @JeffBezos  @jimcramer",0
47,"If I hear ANY-FUCKING-BODY say ""who could have seen this coming !!??""I swear to God....$tsla $tslaq",-1
48,"$AAPL Investment Plan: buy the #iWatch, keep unopened in box, sell in 2065 along with Star Wars VII action figure. Profit hugely.",1
49,$TSLA $AAPL $NVDA Could someone please share the upcoming earning release calendar or link which can be printed!,0
50,"$MSFT has been one of the best comeback stories under Nadella. He is an amazing CEO, visionary, leader. I read his book a while back (Hit Refresh) and there was a consistent tone of empathy throughout. Highly recommend.",1
51,"In 21, if you hit on 19 & get 2, you win. But do it over the long term & u lose. Isnt going long $amzn now hitting on 19? If not, why? 1/2",0
52,"$SPX $NDX #ES_F $TSLA $BTC $QQQ   /ES support is in 2970 area,resistance is at 2990.Let,s see IF we gonna push to 3000 today.",0
53,$MSFT presenting at 11.45 AM today.  @OptionsPastor,0
54,$AAPL long 127.04,0
55,"pump dat $TSLA Elon Musk Says Self-Driving Tesla Cars Are Worth Up To $200,000",0
56,"$AAPL oh no, here's Johnny!",0
57,"@SuzyFX @Vconomics:Dumpin my $AAPL call spread and keepin an eye on $GOOG.Still looks a risky,even after that rebound",0
58,Heres my current situation while on vacation. I start the week w/$750 with the goal of doubling our capital. Down a bit with $GOOGL - Ive only sold $FB for 100% while playin golf yesterday. Im letting $AAPL ride. $MIK from last Thursday and will risk $100 on $NVDA thru earnings,0
59,This is me re $tsla BS “on track” I am on track to be a billionaire as well $tslaq $tsla is ontrack to go bankrupt,-1
60,RT $QQQ trading 91 bpts above F/V at 11:53. Subject to STAT ARB CORRECTION. P/T 108.50 $GOOG $BIDU $GPRO $NFLX  $AAPL $FB $TSLA #HFT #Quant,0
61,"Yes I agree its not the right car for everyone. Even still, nationwide and worldwide their is more than enough demand for 750k units. $TSLA",0
62,@carlquintanilla @jimcramer @SullyCNBC Reuter trying to report news $TSLA China sale = @elonmusk Laughs I told you that last month?,0
63,$NVDA poppin' like a Pop Tart. Ding! #stockmarket #stocks #investing #finance $QQQ $AAPL $AMZN $NFLX $GOOG $GOOGL $FB $TWTR $IBB $SPY $DJIA,1
64,"Appears the $TSLA share price maintenance team has abandoned their post, fleeing before elon finds out",-1
65,"Putting together SpaceX rocket landing blooper reel. We messed up a lot before it finally worked, but there's some epic explosion footage …",0
66,Why does Jonas rate $TSLA overweight if it's $10 >his price target? In light of his fine earnings projections shouldn't he raise the target?,0
67,$GOOGL No Love....,-1
68,Per-share earnings are up 35.7% as a strong balance sheet and an effective business model spur this software giant #growthstocks $MSFT,1
69,"Almost forgot to share this...I visited one of the largest body shop operations on the SF peninsula this week. It's nowhere near the best quality shop, but they have deals with all the big insurers, so if you don't specify a shop, your car probably ends up there. $tslaQ $TSLA",0
70,$TSLA Absolutely insane how high this stock is and this company can't seem to make any money.  Reminds us of the .COM bubble.,-1
71,$TSLA has a demand problem. And a service/support problem. And manufacturing defect problems. And a recall problem. Likely an accounting fraud problem. But its biggest problem is that regulators get more interested when markets smell blood and things stop magically working out.,-1
72,TURKISH LIRA $5.50 BREAKOUT TARGET $USDTRY- Double Bottom- 200MA break$nzdusd $eurusd $usdcad $usdjpy $gbpusd $audusd $usdchf $dxy $btc $eth $cs $gs $jpm $ubs $bac $fb $aapl $amzn $tsla $googl $nflx $qqq $eem $spy $spx $iwm $dia $ndx $msft #forextrading #forexsignals $usdars,0
73,"The white one at the start looks like it has a massive panal gap on the frunk. Std $TSLA quality. I should add the value of the cars in the video just crashed, so thanks for the video showing 5 to 6 figures cash losses to $TSLA $TSLAQ",-1
74,"$IRNC 0475 UNKNOWN to 99% of traders, was 40 cents a month ago. INSIDERS own 66%!$RDUS $UTHR $PTLA $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJ $MRK $GOOG $CLDX $MSFT $CMCSA $PFE $MU $NFLX $NOK $XO $DIS $NVDA $BAC $AMD $WMT $CHK $AKS $VZ $CTL $FCX $T $JPM $WFT $BIDU",0
75,"$MSFT #15ORB long the 141c, 1.14.  Let's see if I'm right here",0
76,"$TSLAQ since SolarCity deal was announced: ""This is obviously a fraud!""$TSLA bulls/cult members: ""You are criminals spreading FUD!""Today's article (30 months later): Complete vindication of $TSLAQ.And the beat goes on...Greatest charlatan of our time.",-1
77,$DXY headed to $100+$spy $qqq $indu $tsla $uvxy $indu $amzn $nflx $eth $btc $goog $ibm $dxy $aapl $fb $tvix $iwm $gld $tsla $wmt $xom $mcd $jpm $gs $wfc $bby $hd $low $f $gm $db $crm $uup $eur $etfc $c $bac $slv $t $ma $v $mchi $vix $ijh $efa $dax $cac $ftse @carlquintanilla,0
78,Mizuho healthcare analyst Ann Hynes: Buyers of $CVS on weakness as pending $AET acquisition is true market disruptor.  AGREEDNot enough details on solution that will emerge from $AMZN $BRK.A $JPM especially as Bezos and Buffett both acknowledge unclear timeline.,0
79,This is normally how we look at companies. YOY. #tesla $tsla,0
80,"$AAPL (#Apple, Inc.) closes market day w/share price of $135.02 ---another new record. Currently trading near $135.27 in after hours #stocks",1
81,$AAPL earnings have grown twice as fast as $GOOG earnings since 2011 yet $GOOG trades at 34 times trailing earnings and $AAPL for 12.6. Hmmm,0
82,Watching into the close$TSLA $SHOP $ROKU $PNRL $TOCA,0
83,Apple iTunes finally comes to the Windows app store after a year-long wait $AAPL,0
84,$GOOG coil on 60. POC below apex in mid 730s,0
85,"$GOOGL Guggenheim analyst Michael Morris initiated Alphabet with a Buy and $1,330 price target saying it has a unique combination of intellectual property, employee talent and financial resources that position it well for global growth beyond implied expectations.",1
86,"""I don't follow what our competitors are doing, in terms of who is merging with whom."" - @elonmusk $TSLA@cnbc",0
87,"So Tesla builds a plant in China, takes on a couple of billion of debt. If your a Chinese citizen would you buy an American electric car?? How is Trump going to handle tariffs for Tesla's being imported after the USA/states gave them Billions?? Not good  $TSLA",-1
88,"Big bullish unusual option activity detected: $TLT, $VRX, $DISCK, $ADSK, $GE - big bearish: $AAPL, $JCP, $WFC, $SNAP, $SQ",0
89,"Azealia Banks,You sweet gentle flower,You're killing poor Elon,A little each hour.You held up his undies,For the world to see,You are spilling his secrets,To the SEC...I look forward each day,To the info you share,About Elon's drug use,And his really bad hair$tsla",-1
90,Still in $AAPL @Kev_McLaughlin churn churn,0
91,$tsla has officially died,-1
92,RT SilviaAscarelli: Millennials love their phones. 5 ways to make money off that (and not saying $AAPL): …,0
93,I can see $AMZN at all time highs before Christmas,1
94,January 2019 #FANG #FAANG Stock Performance:$FB +27%$AMZN +14%$AAPL +5.5%$NFLX +27%$GOOGL +7.7%S&P 500 +7.9%S&P 500 Technology sector +6.9%S&P 500 Communication Services sector +10.1%,0
95,"$AMZN stopped at the 200dma last week (1800)...once it closes above, this could finally be back in play. Looks like a double bottom on the daily now. 1774 major support to note.",0
96,BTC $AAPL Oct 230 Calls (front half of a diagonal),0
97,QQQ at some risk here..$SPy $SPX $IWM $QQQ $NFLX $AAPL $GOOGL $TSLA,0
98,I’m surprised that $aapl hasn’t been beat up that badly over tariff fears.  The largest company in the world imports the majority of their products from China AND the China retail market has been the growth focus for the last few years...,0
99,Apple Earnings: Disappointment Across The Board $AAPL,-1
100,$tsla hmm it actually could go all the way to 270,0
101,Because Bill Gates dislikes $AAPL. No duh he would say something about a rival,0
102,"All will be well in $tsla bullsville til the last day.Musk will fake it til the end, he has said so explicitly himself, yet the audacity of the conceit is why people believe it.",-1
103,"Searching the Waiver Wire: Jim Cramer on Apple, Bargain Stocks $AAPL $DIS $NFLX @jimcramer @thestreet",0
104,$TSLA playing out as suggested yesterday. Let's see if rejects at 185.80 or not.,0
105,"But you do have to admit, the confusion it will cause in the next quarter will give $TSLA plenty of opportunity to play a quick shell game, even if only for one more quarter.",-1
106,$TSLA just can't push through 313.73 high if it does before Friday could be a good weekly option trade,0
107,Best Sectors: #Internet and #Tech $GOOGL $AMZN Worst: #Oil $CVX $COP $XOM,0
108,"#NASDAQ NEAR #ATH$SLAB +7.67% [$110.04, Volume: +317% ~ 1,639,500]$SHY 0.0% [$83.99, Volume: +87% ~ 3,424,200]$MSFT -0.62% [$125.01, Volume: +26% ~ 29,677,128]$MKTX +0.39% [$264.38, Volume: -28% ~ 403,000]$CSX +0.29% [$79.32, Volume: -6% ~ 3,201,500]",0
109,$AMZN 1718 gap fill go there good dog,0
110,$AAPL positive comments on @CNBC from GS Cohn,1
111,Stocks making the biggest moves premarket: $BRKB $AAPL $WFC $TSLA $TSN $GPT $GCI $IFF $SBUX $COP $SHAK $AMZN $MDLZ $WLTW -,0
112,"$AMZN This is the grave yard of shorts I left behind here, there’s an updated list coming soonI’m doing the same on twitter",0
113,Great discussion with @terranovajoe @stephenLweiss @jonnajarian @ScottWapnerCNBC and Meghan Shue today on @HalftimeReport. I could talk about the potential for $MSFT every day and twice on Sunday.,0
114,"Shopify Is Turning Another Competitor Into a Partner@themotleyfool #stocks $AMZN, $EBAY, $SHOP",0
115,"You guys quit picking on $AAPL , you're only suppose to short the crappy stocks like the small Nasdaq's",0
116,#Google could argue to #EU it's vital for #Android users to download apps from #GooglePlay Store bc can $GOOG can vouch for #mobilesecurity.,0
117,"$tsla $tslaq @Tesla After selling the most cars with UNLIMITED demand, your inventory is up by $1 Billion!! Also people walk away from the lots without paying for the car right ? Accounts receivable go up by $0.5 Billion",-1
118,Buy to Open Symbol: $COST CALLSExp: JULY 28Strike: $160Entry: $1.10/$1.15$AaplInquire for LIVE TRADING ALERTS! #OptionPros,0
119,@RaginCajun $GOOGL,0
120,"$TSLA - @elonmusk, How can you declare it a record if there was no official there to review it?  Liar.",-1
121,$aapl POUNDING all dip buyers to dust!!,-1
122,"$TSLAQ $TSLA Ross Gerber is the TV man-doll face of that company. He brings in celebrities and people investing with ""He was on TV! Let's put our money into his fund.""",-1
123,Louis Vuitton has offered to buy Tiffany for $14.5 billion.$AAPL $MSFT $JPM $XOM $JNJ $JPM $WBA $GOOGL $FB $TWTR $TSLA $INTC $CSCO $PFE $VZ,0
124,And Win10 sucks Its the most unstable OS $MSFT has issued Crashes daily Grrr...,-1
125,ThIs b/o for $GOOGL is very bullish and dips are buyable moving fwd if you get them...  We want to see this pop hold and even build.,1
126,@FraynkWash #BoycottApple Don't need an iPhone if that's the case. $AAPL,-1
127,"And what about $tsla? The only stock going up in a sea of red. Forced short covering by traders trapped long in their other investments and getting margin calls no doubt, forcing them to buy back TSLA to free up cash. Just shows you how the market can defy logic for a long time.",0
128,$LB $QCOM $WYNN $TSLA#premarket #earnings #Chairman,0
129,"Judging by the videos I've seen posted by $TSLA owners, I actually think that 71X number might be understating things",0
